Geography,avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,TARGET_deathRate,City,State,Region,Division
"Madera County, California",611.0,212.0,420.3,43171,153227.875,22.3,109.6788346,3,33.5,32.2,34.5,3.0199999999999996,47.6,27.9,29.8,40.977034120734906,2.2,25.1,9.4,45.9,7.5,45.8,34.9,30.4,46.9,33.1,81.65314289,3.468309974,2.122895546,5.051674124625,56.07405176,6.972732188,147.5,908,4,3,5
"Saguache County, Colorado",24.0,10.0,337.1,31227,6251.0,29.9,0.0,9,46.1,45.5,46.9,2.39,52.1,35.2,28.6,40.977034120734906,6.8,24.7,17.9,49.4,9.7,33.3,24.6,19.2,46.1,32.4,87.6563001,0.368707919,1.122154537,5.051674124625,44.03387221,7.037358818,145.4,1296,5,3,3
"Walla Walla County, Washington",305.0,120.0,442.5,49819,60338.0,15.7,209.76802446875,5,36.9,35.5,39.1,2.5,46.5,13.7,29.2,40.977034120734906,5.6,22.6,16.4,54.5,6.4,65.7,47.6,40.0,38.0,18.8,86.23882396,1.649198004,1.617386063,5.051674124625,49.3270649,4.138710893,162.8,1559,47,3,5
"Allen Parish, Louisiana",123.0,54.0,450.0,36852,25683.0,22.5,0.0,0,38.5,37.6,40.4,2.66,41.6,31.5,45.6,40.977034120734906,4.0,44.0,6.9,40.4,8.9,58.0,43.7,39.8,40.2,23.8,72.49834327,20.01715199,0.810821346,0.732857755,45.16008471,5.988023952,201.6,25,18,2,8
"Butler County, Missouri",254.0,126.0,460.1,35774,42951.0,21.3,0.0,0,40.0,38.6,41.9,2.51,51.4,16.1,31.5,40.977034120734906,5.6,36.7,9.0,50.8,9.4,57.1,42.0,36.2,42.3,23.6,90.70103141,5.559823985,0.577402156,0.363204582,49.85056784,5.075560188,220.7,203,25,0,7
"Clearfield County, Pennsylvania",516.0,212.0,473.5,40230,80994.0,16.5,0.0,1,43.9,42.3,45.7,2.38,52.1,22.0,41.6,40.977034120734906,7.2,50.9,9.2,50.3,7.8,66.2,47.7,42.1,41.6,21.8,95.2239283,2.45380672,0.517561437,0.368808625,52.7799604,4.179907113,183.0,312,38,1,2
"Summit County, Colorado",66.0,15.0,259.0,68352,30257.0,9.7,0.0,8,37.1,36.5,38.5,2.82,49.0,12.8,28.5,40.977034120734906,15.849999999999998,17.2,26.150000000000002,74.3,4.7,68.3,48.45377358490566,39.6,16.5,8.7,89.67519005,1.154111956,0.932964755,5.051674124625,49.62042788,6.966359035,87.6,1437,5,3,3
"Clark County, Ohio",814.0,329.875,471.1,42029,135959.0,18.2,209.76802446875,2,41.0,39.8,42.0,2.44,48.4,16.1,34.7,40.977034120734906,5.1,36.4,11.5,54.1,10.0,64.9,47.8,43.6,40.9,23.2,86.24101968,8.512939698,0.724272256,1.196401295,46.15847762,5.319358009,200.6,306,35,0,0
"Cherokee County, Oklahoma",222.0,106.0,438.1,38027,48447.0,20.6,0.0,1,34.8,33.3,36.2,2.81,46.0,12.7,29.0,40.977034120734906,6.4,31.1,14.9,50.4,7.9,50.9,37.6,33.2,37.1,22.0,52.64153689,1.336881718,0.332661081,1.230845999,47.64763538,5.833404093,207.3,279,36,2,8
"Walworth County, South Dakota",35.0,15.0,391.7,41831,5443.0,15.9,0.0,2,44.9,44.3,45.6,2.21,53.6,17.5,32.5,40.977034120734906,15.849999999999998,36.9,17.7,58.5,5.8,68.3,48.45377358490566,36.2,37.5,17.1,82.18380346,0.200181984,2.680286200625,2.984531392,47.84428631,7.714016933,146.4,1566,41,0,7
"Columbus County, North Carolina",298.0,139.0,417.5,34321,56694.0,24.3,0.0,0,41.5,39.8,43.2,2.47,45.0,25.0,27.5,40.977034120734906,4.6,31.7,8.2,45.3,9.0,50.7,36.7,30.8,44.4,25.9,61.72986196,24.78542709025,0.325004368,2.645465665,42.47477961,5.168210629,193.6,338,33,2,6
"District of Columbia, District of Columbia",1192.5,329.875,483.7,69992,153227.875,18.4,209.76802446875,8,33.7,33.5,33.9,2.22,27.3,10.5,22.6,40.977034120734906,15.849999999999998,18.0,23.3,61.8,9.6,69.6,55.6,48.2,35.1,21.7,40.2056267,24.78542709025,2.680286200625,4.194543803,23.91565163,4.581891653,182.3,432,8,2,6
"Val Verde County, Texas",176.0,70.0,367.2,41437,48988.0,22.2,0.0,2,31.7,30.4,34.0,3.0199999999999996,51.9,23.7,35.5,40.977034120734906,9.2,26.6,12.8,50.4,9.3,49.5,39.9,32.4,34.5,22.5,93.00939159,1.090240915,0.422621478,3.225806452,56.43678161,6.376628075,143.9,1529,43,2,8
"Schoolcraft County, Michigan",54.0,29.0,439.1,39539,8173.0,17.6,0.0,1,50.0,49.5,50.2,2.38,52.1,16.7,53.8,40.977034120734906,0.9,46.8,9.3,40.2,15.6,60.0,48.45377358490566,33.4,49.7,24.8,86.92084942,0.49469112,1.472007722,0.180984556,50.62883884,4.633204633,213.7,1332,22,0,0
"Hamlin County, South Dakota",29.0,12.0,403.4,53944,6047.0,10.4,0.0,6,36.1,36.0,36.1,2.64,66.2,19.1,52.0,40.977034120734906,3.0,43.3,15.2,66.4,2.5,79.5,64.2,47.9,26.6,12.5,97.02440655,0.11701772,0.267469074,1.086593113,65.2892562,9.37468615325,145.4,630,41,0,7
"Chippewa County, Minnesota",1192.5,33.0,453.5494221,51274,12109.0,11.5,0.0,6,43.0,42.5,44.3,2.36,56.4,22.7,29.7,40.977034120734906,4.9,36.0,11.8,65.6,2.6,68.5,48.45377358490566,40.2,39.5,21.4,93.8785585,0.814546651,0.246832319,0.970873786,53.27640985,8.914100486,167.2,288,23,0,7
"Shawano County, Wisconsin",257.0,101.0,457.1,47841,41304.0,11.2,0.0,4,44.3,43.6,45.2,2.41,55.5,12.7,47.0,40.977034120734906,3.6,45.3,10.5,60.5,5.4,68.9,53.7,47.2,35.5,19.1,89.41366119,0.288718331,0.459543344,0.295936289,53.8656602,4.11444786,168.0,1355,49,0,0
"Kearny County, Kansas",1192.5,9.0,453.5494221,53484,3956.0,12.2,0.0,6,34.8,30.6,39.3,2.81,63.0,30.0,16.6,40.977034120734906,3.5,23.4,10.5,66.3,1.8,77.5,67.1,54.8,21.4,11.1,83.65384615,0.860323887,0.278340081,5.051674124625,64.97461929,5.231143552,209.6,778,16,0,7
"Mercer County, Pennsylvania",792.0,320.0,501.6,43559,114234.0,14.6,122.5554563,3,43.8,41.9,45.3,2.37,49.3,15.0,37.8,40.977034120734906,7.1,44.4,13.9,52.7,6.8,69.5,51.5,46.0,38.0,19.2,91.3735692,5.678113077,0.701526188,0.420568852,49.96487068,4.669101054,186.7,969,38,1,2
"Muskegon County, Michigan",975.0,329.875,499.0,42588,153227.875,20.0,209.76802446875,2,39.1,38.1,40.4,2.56,47.4,17.9,34.9,40.977034120734906,3.7,34.8,12.6,51.5,11.9,64.0,48.5,44.6,41.4,24.2,80.93863532,13.81886251,0.510254661,0.437944286,47.8461777,4.97414174,189.2,1024,22,0,0
"Frederick County, Virginia",389.0,157.0,456.6,65485,83199.0,7.7,0.0,8,40.1,39.1,41.0,2.72,57.4,14.6,35.0,40.977034120734906,7.7,30.5,18.4,63.9,5.2,75.7,61.5,55.1,24.2,11.3,91.18760757,4.445537251,1.405212687,0.858126383,60.09506026,5.175688509,185.3,526,46,2,6
"Meade County, Kansas",1192.5,11.0,453.5494221,53903,4330.0,11.7,0.0,6,39.8,36.5,42.4,2.51,61.7,28.1,44.5,40.977034120734906,1.2,31.1,16.4,54.15264248704664,2.8,76.1,48.45377358490566,49.8,27.2,11.2,88.31850331,0.844170659,1.049509468,5.051674124625,61.09799292,9.37468615325,176.2,957,16,0,7
"Florence County, South Carolina",677.0,297.0,443.6,42232,138900.0,19.5,158.387329,2,38.2,36.4,39.5,2.61,46.1,17.2,29.9,40.977034120734906,6.7,33.7,13.9,54.15264248704664,12.1,59.7,46.5,41.6,38.6,23.5,54.89553965,24.78542709025,1.16171474,0.305790501,45.28902347,5.663639027,195.5,512,40,2,6
"McDonald County, Missouri",81.0,49.0,334.0,34863,22643.0,22.2,0.0,0,37.0,36.1,37.8,2.71,52.9,32.4,29.3,40.977034120734906,3.7,34.2,8.4,54.6,8.7,50.7,38.9,34.7,37.0,22.8,89.43900189,1.541976014,1.37503844,0.751219084,52.00769416,7.439480417,201.2,945,25,0,7
"Clearwater County, Minnesota",1192.5,23.0,453.5494221,43674,8803.0,17.8,0.0,3,42.5,41.5,43.7,2.48,57.1,20.8,37.4,35.6,6.1,38.1,11.1,53.2,7.4,57.6,41.3,34.5,45.2,25.8,86.76873857,0.251371115,0.422760512,0.045703839,55.39300057,7.495429616,184.9,313,23,0,7
"Randolph County, Alabama",139.0,56.0,465.9,36939,22696.0,20.4,0.0,0,42.8,42.0,44.4,2.49,53.1,27.4,25.5,40.977034120734906,6.0,35.6,9.5,47.6,10.3,59.6,43.5,36.2,40.1,22.5,77.20770046,19.95761215,0.167785235,0.490109502,50.03925967,5.698860228,181.2,1227,0,2,1
"Saluda County, South Carolina",94.0,40.0,383.0,42286,20053.0,20.6,0.0,2,41.2,38.5,43.6,2.78,47.5,25.3,39.4,30.8,4.4,39.2,8.8,50.6,9.0,54.7,39.5,33.6,38.6,22.1,62.335,24.78542709025,0.0,5.051674124625,49.82292109,3.467781604,160.1,1301,40,2,6
"Chippewa County, Wisconsin",356.0,123.0,482.4,52485,63531.0,10.7,209.76802446875,6,40.6,39.1,42.0,2.44,55.6,14.2,36.1,40.977034120734906,7.0,38.5,13.5,61.8,5.1,73.4,56.9,50.8,33.9,15.7,95.12569413,1.358983689,1.202360423,0.229397712,55.24062236,5.497771174,160.1,288,49,0,0
"Suffolk County, New York",1192.5,329.875,528.0,72741,153227.875,7.7,181.8076475,8,40.6,39.1,42.0,2.98,51.4,10.8,28.5,40.977034120734906,15.3,29.3,18.7,61.0,6.4,77.9,61.7,55.7,26.2,12.0,80.94863835,7.662319757,2.680286200625,4.950535277,57.61862432,4.419518742,163.8,1432,32,1,2
"Howard County, Nebraska",38.0,14.0,450.8,51040,6409.0,11.5,0.0,5,43.3,40.7,45.6,2.47,58.8,11.9,28.4,40.977034120734906,6.9,41.6,14.9,65.3,4.0,79.2,62.0,54.4,29.8,11.5,98.06207657,0.110288325,0.236332125,0.1890657,56.9140625,9.37468615325,155.2,698,27,0,7
"Plumas County, California",134.0,53.0,420.3,47964,18409.0,14.0,0.0,4,51.3,50.3,52.0,2.26,53.0,10.0,27.4,40.977034120734906,0.0,23.9,13.3,44.7,15.2,62.3,40.6,33.5,44.5,20.7,90.1191606,0.65380154,0.938521565,1.471053464,48.99598394,4.06430088,167.2,1181,4,3,5
"Belknap County, New Hampshire",411.0,151.0,508.6,59831,60641.0,10.0,209.76802446875,7,46.1,45.3,46.8,2.42,54.2,15.4,37.9,36.2,10.5,31.5,19.1,60.8,5.3,69.6,48.45377358490566,48.6,33.9,16.8,96.38901306,0.543055349,1.066242819,0.322853027,53.36016587,4.824422651,182.6,114,29,1,4
"Runnels County, Texas",62.0,27.0,423.0,38607,10551.0,18.1,0.0,1,41.9,40.0,44.3,2.76,51.1,21.0,46.6,25.8,6.7,38.8,13.3,52.0,3.4,58.9,42.7,37.1,37.7,20.2,91.63235998,2.077549067,0.603159406,3.303015797,52.36294896,3.956148713,174.2,1284,43,2,8
"Jasper County, Mississippi",102.0,42.0,468.1,35019,16569.0,22.7,0.0,0,41.6,41.2,42.2,2.4,50.9,18.7,41.5,40.977034120734906,3.2,36.4,9.0,47.6,7.9,52.3,36.6,31.2,46.8,28.8,46.26235833,24.78542709025,0.006028454,0.144682903,47.28648334,4.697986577,194.1,743,24,2,1
"Washington County, Maryland",782.0,320.0,457.0,54606,149585.0,13.8,73.53678511,7,40.4,39.1,41.9,2.5,49.4,18.0,33.7,40.977034120734906,8.5,38.1,12.3,56.5,8.5,68.9,53.5,48.7,36.3,20.5,83.71072553,10.27333021,1.669458029,0.653178804,49.83858598,5.93936457,181.0,1577,20,2,6
"Lampasas County, Texas",100.0,55.0,411.8,50699,20588.0,14.4,0.0,5,40.8,40.7,40.9,2.66,59.4,32.9,37.7,40.977034120734906,1.0,25.8,14.1,51.6,8.6,64.4,44.3,28.4,33.9,14.5,87.88763045,4.169345665,0.919926802,2.67075523,59.05396402,4.398148148,215.0,837,43,2,8
"Emmet County, Michigan",211.0,76.0,489.1,50191,33161.0,11.6,209.76802446875,5,44.3,42.7,45.7,2.33,57.5,10.4,34.5,40.977034120734906,9.7,26.2,20.2,58.5,8.4,71.7,52.2,41.9,35.5,16.2,92.47380217,0.748076807,0.569386395,0.221091526,54.49526814,5.055523086,168.0,483,22,0,0
"Hamilton County, New York",45.0,17.0,526.9,49137,4712.0,11.4,209.76802446875,5,51.9,51.7,52.7,3.0199999999999996,42.7,13.5,42.9,40.977034120734906,12.9,32.3,13.8,45.8,9.7,73.1,45.8,42.0,40.6,13.6,95.25210084,0.504201681,0.105042017,0.735294118,54.2877907,4.529616725,194.2,629,32,1,2
"Madison County, Texas",60.0,26.0,403.0,39030,14065.0,21.5,0.0,1,35.1,31.7,43.5,2.32,43.3,37.55,35.5,40.977034120734906,1.9,36.8,7.8,35.3,5.7,57.4,42.3,38.1,37.4,18.7,74.12198295,18.73825697,0.325191502,2.919497037,50.32759039,8.393501805,165.3,909,43,2,8
"Boyle County, Kentucky",176.0,68.0,492.9,41538,29809.0,17.5,0.0,2,41.0,38.8,42.8,2.42,48.3,10.8,32.1,40.977034120734906,5.1,35.0,11.8,50.9,7.1,65.3,49.8,43.0,38.4,21.7,88.98530012,6.921192323,0.809854362,0.330066694,50.06790403,4.910307084,179.1,161,17,2,1
"Pitt County, North Carolina",689.0,255.0,457.6,41765,153227.875,23.4,209.76802446875,2,31.5,30.3,32.5,2.48,39.6,7.3,17.2,40.977034120734906,10.8,25.2,19.1,57.6,12.1,66.2,55.2,45.0,28.9,17.5,58.67961657,24.78542709025,1.701975857,2.905096721,39.1929128,4.079871327,171.8,1174,33,2,6
"Sioux County, North Dakota",15.0,6.0,481.1,33950,4370.0,32.849999999999994,0.0,9,27.0,25.3,28.4,3.0199999999999996,27.2,27.7,28.2,40.977034120734906,1.7,31.8,13.5,54.15264248704664,15.999999999999998,36.8,29.4,24.7,39.7,31.8,14.08675799,0.0456621,0.159817352,0.159817352,31.69398907,8.229665072,259.1,1369,34,0,7
"Lake County, Ohio",1192.5,329.875,483.8,58697,153227.875,8.9,209.76802446875,7,43.2,41.6,44.7,2.39,52.2,13.9,29.0,40.977034120734906,11.5,33.9,17.3,62.8,6.0,77.0,61.9,56.8,28.7,13.6,92.55220387,3.702105589,1.268322023,0.535659026,50.14290988,4.694264339,182.5,832,35,0,0
"Douglas County, Minnesota",1192.5,91.0,453.5494221,52298,37075.0,9.6,80.91706001,6,44.1,42.4,45.9,2.32,59.8,11.5,25.3,40.977034120734906,9.1,29.9,17.8,63.8,4.5,77.9,56.8,46.3,35.2,14.1,97.72255598,0.576187875,0.243036592,0.174767886,56.35323607,6.190278355,160.9,442,23,0,7
"Wilkes County, Georgia",69.0,32.0,481.7,32042,9867.0,26.7,0.0,9,44.4,43.1,46.0,2.45,42.7,35.1,35.6,40.977034120734906,1.8,43.4,8.7,46.7,8.9,55.2,38.3,31.4,43.4,25.2,53.19787809,24.78542709025,0.7406666,2.64237814,41.56265602,7.441634241,210.0,1618,10,2,6
"Kodiak Island Borough, Alaska",43.0,15.0,416.6,67972,13889.0,8.3,0.0,8,32.4,31.4,33.3,2.98,52.4,11.1,37.5,40.977034120734906,1.7,27.3,18.2,66.7,6.3,58.4,48.45377358490566,32.9,23.6,14.6,54.02562084,0.472339512,2.680286200625,2.798253775,55.42932052,6.768558952,181.9,813,1,3,5
"Iowa County, Iowa",99.0,38.0,463.3,58234,16401.0,7.5,0.0,7,53.55000000000001,41.6,43.2,2.34,61.5,15.9,47.8,40.977034120734906,4.3,38.4,13.2,67.6,1.8,81.0,61.6,53.7,31.1,11.9,97.95643661,0.838228096,0.189672051,0.140724425,59.62751137,5.613126079,163.4,726,15,0,7
"Roanoke city, Virginia",576.0,235.0,512.4,40735,99897.0,20.4,209.76802446875,2,38.0,36.0,40.1,2.29,38.7,14.2,41.1,40.977034120734906,6.4,30.4,14.8,58.5,8.3,59.2,46.6,40.7,36.4,22.0,64.15390536,24.78542709025,2.455031599,1.50097229,33.55903312,6.673085779,201.2,1264,46,2,6
"Renville County, North Dakota",14.0,6.0,403.5,60957,2571.0,7.7,0.0,7,39.9,40.8,39.5,2.46,60.2,28.9,37.3,32.8,1.0,30.1,13.4,65.7,1.6,87.9,48.45377358490566,50.2,21.9,5.9,98.32162373,0.156128025,0.507416081,0.0,58.33333333,4.896421846,151.7,1244,34,0,7
"Malheur County, Oregon",157.0,61.0,441.7,35094,30380.0,28.7,32.91639236,0,36.1,35.3,37.3,2.62,47.3,20.3,37.9,39.8,2.0,29.9,9.4,44.6,11.2,54.6,48.45377358490566,31.2,44.5,26.2,85.66004386,1.243821806,1.639880855,5.051674124625,49.52362434,8.019109367,164.4,915,37,3,5
"Red Willow County, Nebraska",66.0,29.0,428.4,43842,10829.0,11.7,0.0,3,41.8,38.8,43.8,2.27,59.4,9.3,40.8,40.977034120734906,0.6,36.4,12.9,65.2,4.1,74.9,55.5,43.7,31.0,12.4,97.17705098,1.425178147,0.392837566,0.036543029,55.04192647,2.843394576,172.7,1238,27,0,7
"Bourbon County, Kentucky",120.0,45.0,490.8,42812,20116.0,19.2,0.0,3,41.1,40.0,43.3,2.51,49.1,16.7,42.5,34.6,6.1,36.7,10.9,56.2,9.9,65.3,49.9,44.6,35.3,18.3,89.98151202,7.130365263,0.209863589,1.898765802,48.49370789,4.047026905,176.5,155,17,2,1
"Itawamba County, Mississippi",136.0,55.0,487.2,38366,23609.0,17.2,0.0,1,39.3,37.1,41.5,2.54,51.9,8.0,35.3,40.977034120734906,3.4,31.8,8.8,50.0,9.3,61.2,46.6,41.5,39.0,22.0,91.71463903,6.528506247,0.217474735,0.571404205,53.67289191,5.256362966,193.2,738,24,2,1
"Kandiyohi County, Minnesota",1192.5,85.0,453.5494221,57405,42542.0,11.5,209.76802446875,7,39.9,37.7,42.2,2.48,57.7,18.7,24.0,40.977034120734906,8.4,27.9,15.1,64.9,4.8,70.7,48.45377358490566,44.6,36.1,19.3,90.42738667,2.916784469,0.652624635,4.026481953,55.81102928,5.730234678,147.5,771,23,0,7
"Adams County, Mississippi",194.0,89.0,470.0,32327,31254.0,32.849999999999994,209.76802446875,9,40.7,38.2,44.1,2.5,37.8,16.7,44.7,36.3,2.3,35.9,11.1,41.4,11.3,46.8,33.3,27.0,46.4,29.2,40.20138216,24.78542709025,0.23452891,3.117670972,35.79382487,3.939346569,212.3,5,24,2,1
"Avery County, North Carolina",102.0,38.0,421.7,37131,17689.0,19.8,0.0,0,43.7,41.7,46.3,2.22,53.3,14.4,26.3,40.977034120734906,4.3,30.5,11.1,45.0,6.9,58.3,39.8,30.9,37.8,18.1,89.3303193,4.170669681,0.486012998,2.198361119,56.4916924,6.046511628,152.8,74,33,2,6
"Crowley County, Colorado",22.0,7.0,389.1,32570,5562.0,32.849999999999994,0.0,9,35.5,38.6,30.1,3.0199999999999996,30.9,17.3,31.6,40.977034120734906,5.7,39.1,7.8,32.7,15.999999999999998,44.7,33.8,27.2,52.9,35.550000000000004,84.03891191,5.260313457,0.378310214,5.051674124625,47.21984602,9.37468615325,110.7,376,5,3,3
"Lander County, Nevada",1192.5,7.0,453.5494221,72741,5903.0,11.0,0.0,8,37.2,36.4,37.6,2.79,54.3,24.3,51.6,40.977034120734906,3.3,37.5,4.7,59.8,12.0,69.1,57.3,53.7,24.4,11.3,88.44601413,0.134544231,0.807265388,2.371342079,56.90633869,9.37468615325,123.8,839,28,3,3
"San Mateo County, California",1192.5,329.875,447.0,72741,153227.875,7.5,209.76802446875,8,39.5,38.2,40.8,2.85,51.9,11.7,25.5,40.977034120734906,15.849999999999998,16.5,26.150000000000002,64.1,6.7,76.0,63.8,55.7,25.8,13.2,54.97635332,2.596259538,2.680286200625,5.051674124625,53.65425415,5.015576324,140.0,1310,4,3,5
"Pueblo County, Colorado",832.0,322.0,436.0,41382,153227.875,19.0,209.76802446875,2,38.8,37.6,40.4,2.49,46.7,20.1,29.2,40.977034120734906,6.6,29.0,13.7,51.1,10.8,58.4,42.0,36.8,45.5,27.1,78.76225088,2.238745906,0.763996805,5.051674124625,44.75893652,5.466762526,160.0,1212,5,3,3
"Williamsburg city, Virginia",135.0,23.0,570.7874999999999,46954,15052.0,20.1,0.0,4,24.6,25.6,23.6,2.37,26.2,1.5,10.0,40.977034120734906,10.2,15.5,26.150000000000002,44.5,8.5,83.3,67.6,52.2,22.0,8.9,74.88816592,15.27721296,2.680286200625,0.460891962,36.33759365,2.181467181,162.1,1625,46,2,6
"Clatsop County, Oregon",231.0,93.0,465.6,45132,37831.0,15.4,0.0,3,43.9,42.7,45.3,2.32,51.3,20.4,27.5,40.977034120734906,5.1,26.3,14.6,54.5,7.6,62.4,43.0,35.1,40.8,19.4,90.60510406,0.7650741,0.944304746,2.517254294,47.38013481,5.997663248,180.2,308,37,3,5
"Clay County, Illinois",97.0,37.0,521.0,45709,13428.0,13.6,0.0,4,42.8,42.1,44.4,2.39,56.5,17.7,37.1,33.7,11.5,38.6,11.1,57.7,6.7,62.2,41.9,35.9,46.2,24.8,97.74701811,0.544838757,0.16197909,0.0,54.57013575,6.40518172,190.0,309,13,0,0
"Campbell County, Virginia",267.0,115.0,384.7,46663,55086.0,14.5,0.0,4,42.4,40.8,43.6,2.5,54.6,16.3,32.3,40.977034120734906,11.3,36.1,12.3,58.0,6.0,70.3,53.8,48.5,33.0,15.5,81.80033447,13.97876827,0.847087908,0.667127172,54.12785095,4.696595168,160.1,225,46,2,6
"Jefferson Davis County, Mississippi",75.0,35.0,464.5,28271,11665.0,29.8,0.0,9,43.1,42.1,44.6,2.35,41.6,24.4,41.4,31.8,2.3,39.1,9.7,42.2,12.9,46.4,29.4,26.1,47.3,28.4,38.40549368,24.78542709025,0.0,0.142366636,36.89978083,7.061933535,216.1,747,24,2,1
"Simpson County, Mississippi",146.0,58.0,461.8,34338,27222.0,25.9,0.0,0,37.7,35.5,41.1,2.77,46.2,22.7,35.8,40.977034120734906,2.9,38.9,8.6,46.6,10.9,49.4,34.6,29.6,44.3,27.6,62.81157622,24.78542709025,0.018247509,0.255465129,48.13390165,5.577235772,183.7,1368,24,2,1
"Van Wert County, Ohio",156.0,67.0,425.0,49565,28562.0,10.1,0.0,5,41.5,40.3,42.6,2.49,56.3,16.7,41.5,34.6,7.1,48.7,9.4,58.2,7.5,71.4,53.4,49.0,36.5,18.0,96.57754759,0.899356103,0.279955207,0.804871221,55.08586526,4.894094994,172.1,1534,35,0,0
"Oregon County, Missouri",55.0,27.0,341.6,29415,10953.0,23.9,0.0,9,45.8,45.6,46.0,2.48,53.9,14.8,45.7,40.977034120734906,1.3,39.6,6.7,46.2,7.1,48.8,34.6,27.5,47.7,26.7,95.36387649,0.236815739,0.109299572,0.537389562,50.79001603,9.37468615325,167.7,1102,25,0,7
"Delta County, Michigan",204.0,101.0,393.1,43338,36377.0,14.8,209.76802446875,3,46.4,45.3,47.4,2.3,54.0,16.7,26.2,40.977034120734906,5.0,35.3,13.6,51.6,9.2,66.5,48.45377358490566,40.0,42.3,18.8,94.16267161,0.253323164,0.258770974,0.13074744,50.08606949,3.887024609,178.5,418,22,0,0
"Mitchell County, Texas",43.0,21.0,434.0,41363,9067.0,20.7,0.0,2,35.5,32.3,42.9,2.45,45.9,37.55,32.3,40.977034120734906,1.8,33.4,8.5,38.4,5.5,63.6,48.45377358490566,38.0,29.9,13.0,80.43407133,10.97175264,0.479877849,5.051674124625,56.62913186,2.90368272,211.8,990,43,2,8
"Paulding County, Ohio",107.0,52.0,451.2,47358,18976.0,12.3,158.0944351,4,41.0,40.3,41.5,2.48,58.6,16.1,41.3,38.0,4.7,50.1,8.4,57.1,6.6,70.2,52.5,48.2,37.0,19.0,94.90738325,1.017479781,0.412209757,1.65927472,56.20210417,7.380254154,215.5,1138,35,0,0
"Jones County, Iowa",123.0,46.0,445.7,51558,20466.0,11.6,0.0,6,43.2,42.4,44.3,2.34,57.0,18.5,23.8,40.977034120734906,8.0,39.6,12.4,59.2,5.0,77.7,48.45377358490566,47.5,33.8,14.6,95.61284047,1.916342412,0.408560311,0.364785992,55.70921552,5.726980992,154.0,761,15,0,7
"Clayton County, Iowa",116.0,46.0,456.7,49018,17644.0,10.8,56.67649059,5,45.4,44.4,46.6,2.3,58.6,12.4,38.6,40.977034120734906,4.7,44.5,12.3,62.9,4.2,74.2,54.1,43.1,36.6,15.5,97.63001236,0.932270021,0.31450073,0.067393014,54.12723449,5.962622367,168.3,310,15,0,7
"Calhoun County, Florida",68.0,32.0,381.9,35256,14462.0,22.3,0.0,0,40.5,39.7,42.3,2.64,44.6,16.9,45.8,36.6,0.8,37.5,8.2,40.1,10.0,49.0,33.5,28.3,43.5,25.9,81.25213821,13.43140609,0.64317482,1.108450222,49.81187291,4.5,174.7,214,9,2,6
"Sevier County, Arkansas",68.0,31.0,388.4,37014,17290.0,20.4,0.0,0,34.9,33.8,35.7,2.81,53.3,29.3,29.9,37.9,2.9,34.9,4.6,56.5,9.3,51.1,38.6,35.1,39.7,25.8,66.33657633,4.870280287,0.532777392,5.051674124625,51.95061728,5.671792286,179.5,1348,3,2,8
"Refugio County, Texas",54.0,23.0,522.1,43654,7289.0,16.9,0.0,3,42.7,39.6,44.4,2.59,51.1,23.4,28.6,40.977034120734906,2.9,35.9,6.0,53.0,6.7,58.5,40.9,36.4,38.7,19.9,83.70207503,6.142641198,0.08245156,5.051674124625,47.98401744,8.271186441,217.1,1241,43,2,8
"Marion County, Alabama",191.0,81.0,460.0,37707,30168.0,20.2,0.0,1,44.1,42.9,44.7,2.34,57.6,29.2,29.3,38.3,3.2,34.5,7.4,46.8,9.9,64.9,45.7,39.5,40.2,19.7,93.6189818,3.850330734,0.283015763,0.0691085,54.04278748,4.196551198,189.8,924,0,2,1
"Bibb County, Georgia",796.0,329.875,480.8,36014,153227.875,28.2,209.76802446875,0,35.6,34.1,37.5,2.59,37.7,17.6,35.2,40.977034120734906,5.8,32.6,14.5,50.2,12.4,55.9,43.6,37.9,38.0,24.1,42.94775734,24.78542709025,1.719460521,0.480570484,36.90882667,5.466863951,199.3,131,10,2,6
"Cook County, Illinois",1192.5,329.875,470.8,55058,153227.875,17.1,209.76802446875,7,35.9,34.7,37.1,2.65,41.9,14.9,26.7,40.977034120734906,15.5,24.0,21.5,59.0,10.7,61.5,48.45377358490566,46.3,32.6,22.0,56.84258229,23.98259642,2.680286200625,5.051674124625,41.00879123,4.994880839,177.0,348,13,0,0
"Stone County, Mississippi",93.0,39.0,506.8,41136,18070.0,19.5,0.0,2,36.8,35.4,39.1,3.0,49.3,13.2,34.6,40.977034120734906,6.1,34.4,10.4,48.4,9.7,55.8,48.45377358490566,37.3,37.4,23.0,78.69062187,19.19012126,0.150183558,0.022249416,56.29770992,6.422857143,214.2,1426,24,2,1
