Geography,avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,TARGET_deathRate,City,State,Region,Division
"Swift County, Minnesota",1113.5,27,453.5494221,51032,9340.0,10.8,0.0,5,44.5,43.5,45.8,2.21,57.5,17.6,38.7,40.977034120734906,6.8,38.6,12.6,63.2,3.9,72.0,54.4,42.4,38.6,19.8,95.9160105,1.637795276,0.167979003,1.375328084,52.02079887,9.56284153,162.3,253,18,0,7
"Leon County, Florida",950.0,354,390.5,45463,169831.5,23.3,38.42499441,4,30.0,29.1,30.7,2.43,37.8,6.7,15.4,40.977034120734906,12.9,19.0,25.3,59.7,10.6,74.0,61.8,52.2,24.1,12.8,62.22626705,28.295456226500004,2.628021743,0.866968262,37.82864464,3.782242355,155.8,136,5,2,6
"Butler County, Iowa",95.0,37,444.5,52273,14915.0,9.9,0.0,6,43.5,41.7,45.1,2.37,63.6,11.5,43.7,40.977034120734906,6.4,40.8,11.1,54.15264248704664,4.0,79.6,48.45377358490566,53.3,31.3,13.0,98.2360016,0.394226914,0.467726848,0.0,60.31899468,4.203691046,156.6,31,10,0,7
"Brevard County, Florida",1113.5,354,464.8,47973,169831.5,14.5,51.04842912,4,46.6,45.1,47.9,2.46,48.6,15.3,29.9,40.977034120734906,7.9,28.8,16.9,49.6,10.9,64.2,45.5,38.0,38.1,18.3,83.0508444,10.28087523,2.307840987,1.237736885,47.33045769,4.967904974,181.2,25,5,2,6
"Metcalfe County, Kentucky",63.0,28,492.1,30460,9909.0,25.2,0.0,9,43.4,42.2,44.0,2.51,58.4,17.7,35.2,40.977034120734906,2.8,40.9,6.1,50.3,7.4,51.8,36.7,33.9,44.6,26.8,95.13269905,1.281922884,0.330495744,1.852779169,56.45325203,10.2772450535,218.0,164,12,2,1
"Merrimack County, New Hampshire",879.0,309,507.6,62429,147994.0,9.5,201.76685685,8,42.6,41.4,43.7,2.49,51.5,10.9,29.9,40.977034120734906,9.3,28.4,21.5,62.9,5.2,76.3,61.5,56.3,28.3,13.1,94.9824123,1.181567546,1.635180834,0.407437085,53.12759016,3.901815696,173.1,163,24,1,4
"Montgomery County, Tennessee",592.0,241,446.6,50935,169831.5,13.9,0.0,5,30.3,29.5,31.1,2.76,54.2,7.7,37.0,40.977034120734906,8.7,30.8,16.6,52.1,9.7,72.1,54.5,28.7,29.0,14.9,71.70072051,19.2257232,2.115818905,1.715238198,53.62200682,6.724977636,195.4,171,37,2,1
"Botetourt County, Virginia",180.0,68,401.6,63646,33347.0,7.8,0.0,8,46.4,45.5,47.2,2.55,61.4,17.7,30.3,40.977034120734906,12.1,35.0,17.7,59.9,4.6,82.5,64.9,56.5,28.2,11.0,94.00995325,3.456492233,0.153822953,0.551952948,63.82715093,3.635817308,148.7,24,41,2,6
"Middlesex County, New Jersey",1113.5,354,466.7,74146,169831.5,8.3,89.19015341,8,37.7,36.6,38.9,2.85,51.6,9.0,22.1,40.977034120734906,14.1,26.3,24.5,60.4,7.5,74.6,64.2,59.8,23.0,12.1,61.04600747,9.84306877,2.628021743,3.426592798,55.65982883,5.074989438,156.7,165,25,1,2
"Southampton County, Virginia",97.0,43,405.7,46521,18109.0,15.3,0.0,4,45.4,45.7,45.2,2.53,48.3,21.2,27.9,40.977034120734906,2.3,34.8,10.1,52.1,7.2,66.8,49.6,42.0,33.3,16.7,60.91797936,28.295456226500004,0.10320478,0.401955459,52.5142173,5.455508475,181.8,237,41,2,6
"Newport County, Rhode Island",518.0,193,469.0,69203,82423.0,9.5,72.79521493,8,43.9,42.0,45.6,2.27,49.7,10.0,28.1,40.977034120734906,16.6,23.1,26.4,59.2,6.9,79.0,59.3,48.7,30.1,11.0,89.60478086,3.51668824,1.739593288,1.512163846,46.93813131,2.872784433,164.0,179,34,1,4
"Macon County, Alabama",109.0,53,442.6,28518,19105.0,32.099999999999994,52.34231876,9,37.5,35.6,38.8,2.24,29.7,10.5,19.6,40.977034120734906,3.5,30.9,10.9,45.3,16.549999999999997,59.1,36.8,31.0,43.3,24.7,16.83484864,28.295456226500004,0.214806674,0.594464982,28.39305781,2.800074669,214.8,147,0,2,1
"Bear Lake County, Idaho",30.0,12,363.9,45504,5922.0,13.4,0.0,4,39.5,38.9,40.3,2.51,64.5,23.8,43.0,40.977034120734906,2.3,39.0,15.6,54.15264248704664,3.3,71.6,53.6,41.9,32.7,15.7,95.87472638,0.471459842,1.043946792,1.953190773,62.44671782,9.638554217,143.2,11,7,3,3
"Luna County, New Mexico",144.0,64,420.6,27268,24518.0,30.6,0.0,9,39.0,38.3,39.2,2.7,47.1,21.1,44.3,40.977034120734906,0.5,31.6,6.9,44.4,13.8,37.5,24.2,21.8,55.1,35.2,89.47517044,1.173907782,0.383234499,4.196506469,44.70367094,8.62924023,181.8,143,26,3,3
"Monongalia County, West Virginia",382.0,132,444.5,43835,104236.0,22.5,95.9361449,3,30.0,28.5,31.3,2.56,37.2,3.5,23.8,40.977034120734906,14.5,29.9,20.6,55.4,5.8,76.5,63.8,57.1,23.3,12.4,90.57717276,3.597002007,2.628021743,0.353110123,40.42122317,4.001671717,155.9,169,43,2,6
"Pierce County, Wisconsin",108.0,57,278.5,68471,40889.0,10.8,24.45645528,8,35.9,36.1,35.8,2.51,51.5,5.8,18.6,40.977034120734906,5.8,32.6,19.1,68.1,3.6,79.4,67.4,61.0,23.5,12.0,96.4141278,0.485306012,1.107870291,0.428932082,55.33372867,4.109589041,149.8,199,44,0,0
"Essex County, New Jersey",1113.5,354,450.6,54603,169831.5,16.7,137.9424504,7,36.9,35.4,38.4,2.77,39.1,13.7,29.0,40.977034120734906,11.1,28.7,19.8,57.7,13.0,59.9,50.2,46.3,31.7,21.1,41.9237275,28.295456226500004,2.628021743,4.196506469,39.00426129,5.084469955,161.8,82,25,1,2
"Luce County, Michigan",33.0,16,366.0,37590,6415.0,20.6,0.0,1,44.3,42.0,48.1,2.27,45.9,25.7,49.4,40.977034120734906,2.7,45.0,8.6,38.2,11.6,59.5,48.45377358490566,34.4,50.6,26.2,80.4384746,8.53790335,0.154392466,0.432298904,48.67480017,5.95959596,175.3,142,17,0,0
"Warren County, Virginia",178.0,84,428.2,60714,39083.0,11.3,0.0,7,40.4,39.0,41.5,2.62,51.2,7.9,38.7,40.977034120734906,8.5,36.6,13.9,60.8,7.2,75.2,59.9,53.3,25.6,11.7,90.77466802,4.007172371,1.042072711,0.522335698,52.57588415,5.544668588,202.5,265,41,2,6
"Starr County, Texas",185.0,70,356.3,26699,63795.0,32.099999999999994,0.0,9,29.1,27.6,30.8,2.995,47.3,24.0,32.5,40.977034120734906,3.9,22.2,6.6,47.6,13.8,23.4,48.45377358490566,17.2,42.2,31.2,94.92561614,0.057463925,0.146852254,4.186885455,54.15298854,5.949245101,136.5,244,38,2,8
"Hardin County, Texas",278.0,117,459.5,53872,55865.0,12.9,0.0,6,38.9,38.1,39.5,2.64,58.4,18.1,41.7,40.977034120734906,3.7,38.2,10.8,55.8,5.5,65.9,51.6,47.7,27.8,14.1,91.09887133,5.807674944,0.633860045,1.094356659,57.44026155,5.506783719,190.7,107,38,2,8
"Crittenden County, Kentucky",55.0,27,435.0,38338,9183.0,20.3,108.8968747,1,43.0,42.4,43.8,2.4,57.4,17.9,53.0,40.977034120734906,8.1,37.9,7.2,49.7,7.1,61.7,45.2,41.3,38.2,18.3,97.40837129,1.225330731,0.043374539,0.086749078,54.51398136,4.350132626,211.2,60,12,2,1
"Coffee County, Alabama",250.0,102,430.4,46931,51211.0,16.8,0.0,4,38.8,37.6,39.7,2.62,51.0,19.9,29.3,40.977034120734906,8.2,29.5,15.2,52.1,7.1,68.1,46.2,33.4,36.3,18.0,76.77658989,17.35123025,1.232214449,0.782171213,49.88517745,4.884815874,173.3,48,0,2,1
"York County, Virginia",272.0,103,389.3,74146,67837.0,5.5,0.0,8,39.5,37.4,40.8,2.73,61.5,9.3,36.4,40.977034120734906,11.7,19.6,22.8,57.8,5.8,87.2,48.45377358490566,43.4,20.9,6.2,77.04863775,13.50965083,2.628021743,0.559642551,64.84977289,4.925163106,152.3,274,41,2,6
"Berrien County, Michigan",945.0,354,479.8,44145,154636.0,17.7,201.76685685,3,41.4,39.9,42.8,2.46,50.1,17.6,33.2,40.977034120734906,6.9,30.6,15.5,55.0,9.4,64.9,48.45377358490566,43.0,38.4,20.7,78.08697329,15.02458779,1.84810208,1.866100987,48.44605751,5.359859567,179.0,17,17,0,0
"Clay County, Texas",61.0,25,421.4,50993,10360.0,13.5,0.0,5,45.7,43.8,46.7,2.51,59.7,20.9,33.2,40.977034120734906,5.3,39.5,11.0,54.0,6.8,65.3,45.1,38.2,35.1,16.3,94.81820784,0.715717149,0.391258708,1.20240481,57.76652195,4.377431907,167.3,45,38,2,8
"Faulk County, South Dakota",17.0,6,432.0,46633,2337.0,13.2,0.0,4,46.9,41.6,49.5,2.16,52.4,6.5,58.050000000000004,40.977034120734906,1.1,34.3,17.5,60.9,0.7,80.1,58.0,34.6,31.0,10.4,97.15981348,0.0,0.127172531,0.0,51.73501577,10.2772450535,146.6,85,36,0,7
"Lunenburg County, Virginia",70.0,33,404.1,37548,12299.0,22.4,0.0,1,44.7,43.2,46.6,2.48,45.7,21.3,31.4,40.977034120734906,7.7,34.9,8.1,43.8,7.3,58.5,40.5,34.4,41.3,22.6,61.81716834,28.295456226500004,0.286669852,1.727982163,47.05491585,7.48049564,189.8,144,41,2,6
"Kitsap County, Washington",1113.5,354,489.8,61898,169831.5,11.2,201.76685685,8,39.3,36.9,41.7,2.54,52.5,11.5,39.5,40.977034120734906,6.9,23.2,19.6,51.9,8.0,75.1,48.45377358490566,41.6,32.9,14.0,81.78052858,2.594728333,2.628021743,1.843478533,52.85607588,6.118831029,164.9,127,42,3,5
"Palm Beach County, Florida",1113.5,354,422.3,52225,169831.5,14.9,151.1116546,6,44.1,42.3,45.8,2.54,46.9,17.7,28.9,40.977034120734906,8.8,25.5,21.1,54.3,9.5,60.5,45.8,36.5,35.5,19.5,74.98799686,17.97243412,2.503905553,2.180944963,45.4432712,5.134424767,144.3,189,5,2,6
"Saline County, Missouri",126.0,62,445.9,41112,23258.0,16.3,0.0,2,38.2,35.8,41.1,2.48,47.8,16.0,22.4,40.977034120734906,3.6,39.4,11.5,57.2,5.5,70.9,53.3,47.1,34.7,16.6,85.38613182,4.928430616,0.351418531,3.767035228,47.3428313,6.003068661,205.8,221,20,0,7
"Pike County, Ohio",156.0,75,468.0,40512,28217.0,21.9,0.0,2,40.8,39.8,41.9,2.55,47.8,21.6,46.4,40.977034120734906,3.3,42.0,7.1,44.1,13.4,52.1,37.0,35.3,47.6,31.4,96.28820961,0.697281307,0.313424426,0.214818989,45.32906764,5.373276272,217.9,200,30,0,0
"Pope County, Arkansas",313.0,138,475.7,39909,63390.0,18.3,0.0,1,35.2,34.2,36.5,2.62,51.5,10.4,25.2,40.977034120734906,5.7,33.2,13.4,54.8,7.6,61.3,48.45377358490566,40.0,36.2,21.6,91.03931243,3.165685182,0.71940156,1.666401401,53.09781409,5.167133642,207.1,203,1,2,8
"Prentiss County, Mississippi",129.0,63,428.8,34794,25459.0,22.3,0.0,0,39.2,37.1,41.5,2.5,51.1,20.4,33.0,40.977034120734906,3.8,33.9,6.9,47.5,10.2,51.4,48.45377358490566,32.0,45.3,27.1,83.95981087,14.19621749,0.208825847,0.657998424,51.18215461,4.867486575,203.2,205,19,2,1
"Greene County, Ohio",789.0,295,437.3,59382,164427.0,13.2,201.76685685,7,37.7,36.2,39.1,2.41,51.4,7.4,20.3,40.977034120734906,12.0,25.6,19.4,56.9,7.6,76.6,48.45377358490566,49.9,29.4,15.2,86.12965309,7.22751413,2.628021743,0.417803547,52.00990932,4.699355673,159.2,103,30,0,0
"Ramsey County, Minnesota",1113.5,354,453.5494221,55070,169831.5,16.5,201.76685685,7,34.6,33.5,35.7,2.47,44.0,12.7,25.0,40.977034120734906,15.4,21.9,24.4,63.9,7.1,68.8,56.4,50.6,33.6,20.5,69.12483812,11.1467148,2.628021743,1.869888948,41.77378576,6.13624584,166.5,212,18,0,7
"Blanco County, Texas",53.0,24,372.8,57177,11004.0,12.0,0.0,7,48.6,47.8,49.2,2.55,61.9,13.1,22.6,40.977034120734906,15.5,30.7,19.7,52.4,6.4,64.8,46.2,37.0,32.7,12.7,92.84715098,0.606173645,0.484938916,2.471323324,60.61479347,3.865213082,154.0,19,38,2,8
"Grant Parish, Louisiana",111.0,49,482.7,40668,22343.0,22.8,0.0,2,37.6,37.0,39.0,2.63,46.2,15.8,51.4,40.977034120734906,2.6,42.3,6.0,39.3,9.2,56.5,41.3,37.5,42.2,24.4,80.00626062,14.39048386,0.084965567,1.565155174,50.20147284,3.728510828,222.7,101,13,2,8
"Manassas city, Virginia",108.0,41,364.1,72510,41764.0,9.8,0.0,8,33.3,32.2,34.1,2.995,53.3,21.6,25.2,40.977034120734906,8.0,26.0,17.6,69.8,7.5,69.1,58.4,51.6,19.3,10.8,71.43312962,14.25766389,2.628021743,4.196506469,56.91305397,6.93416809,155.2,150,41,2,6
"Gregory County, South Dakota",37.0,13,521.9,36836,4201.0,18.3,0.0,0,47.5,44.9,49.6,2.12,57.3,11.6,33.5,40.977034120734906,10.3,38.6,13.6,59.7,2.1,66.0,45.5,30.2,43.2,20.0,88.57075248,0.118315192,1.13582584,0.14197823,47.15736041,10.2772450535,169.4,104,36,0,7
"Kalamazoo County, Michigan",1113.5,354,464.2,46283,169831.5,18.9,201.76685685,4,34.0,32.6,35.5,2.47,44.3,7.1,20.4,40.977034120734906,11.2,23.1,21.0,59.6,9.1,73.4,58.5,52.1,31.0,15.6,81.6313018,10.97128747,2.321695644,0.716644856,44.01690236,4.426449927,171.0,122,17,0,0
"Gilmer County, West Virginia",45.0,21,463.1,32705,8518.0,28.9,0.0,9,38.4,37.4,41.2,2.4,43.2,7.8,29.4,40.977034120734906,3.9,36.6,9.8,37.1,9.4,61.3,48.45377358490566,41.2,39.0,18.8,81.55946321,10.89773253,0.323924109,1.353540028,52.58746356,2.328431373,209.9,95,43,2,6
"Beltrami County, Minnesota",1113.5,79,453.5494221,43706,45672.0,18.5,201.76685685,3,33.3,31.8,34.7,2.59,44.2,12.8,24.7,40.977034120734906,6.9,26.1,17.4,58.5,10.6,58.6,45.4,39.6,40.5,26.1,74.08988863,0.818770084,0.87159396,0.261918387,44.60242547,6.561704535,162.6,13,18,0,7
"Clay County, Minnesota",1113.5,98,453.5494221,55560,62324.0,13.3,0.0,7,32.4,32.0,32.9,2.51,49.6,5.2,24.4,40.977034120734906,7.4,27.3,22.8,68.8,4.3,78.8,48.45377358490566,57.8,26.5,13.5,92.60500337,2.005617701,1.153106983,0.576553491,51.69798007,6.780928638,161.0,45,18,0,7
"Spokane County, Washington",1113.5,354,440.7,50083,169831.5,16.3,201.76685685,5,37.2,35.7,38.7,2.45,49.4,10.9,29.3,40.977034120734906,8.6,25.7,18.1,55.1,8.4,65.2,50.6,42.5,36.5,21.4,89.03816718,1.827041461,2.315985625,1.03362505,48.18837711,5.355835918,171.0,238,42,3,5
"Dunn County, Wisconsin",177.0,72,396.1,52224,44497.0,13.9,0.0,6,34.1,33.4,35.0,2.48,47.6,4.5,25.4,40.977034120734906,5.5,34.6,16.2,62.0,6.1,72.4,57.5,50.2,32.3,16.8,94.42242804,0.597839625,2.096967776,0.23551258,51.38981814,5.116736739,155.6,76,44,0,0
"Laurens County, South Carolina",386.0,164,482.9,38268,66623.0,21.1,15.00983144,1,40.9,39.6,42.1,2.54,46.5,23.0,30.6,40.977034120734906,3.1,35.4,9.6,51.4,10.7,58.9,48.45377358490566,40.1,38.6,22.0,70.33394086,25.37468557,0.287698263,1.989787465,46.5063593,3.899127061,202.6,133,35,2,6
"Dorchester County, Maryland",210.0,84,481.6,42279,32384.0,17.5,0.0,2,43.8,42.0,45.1,2.41,47.9,21.2,29.0,40.977034120734906,6.5,38.3,12.1,58.2,10.4,61.7,44.7,39.9,45.6,27.0,66.86543309,28.02606504,1.008176062,1.914919776,44.47794949,5.456570156,185.4,72,15,2,6
"Clay County, Nebraska",44.0,14,506.7,55758,6309.0,11.3,0.0,7,43.2,42.5,43.7,0.024,61.2,25.2,28.1,40.6,6.1,32.6,14.2,63.1,2.8,69.5,48.45377358490566,37.3,32.5,15.8,96.77217173,0.454403008,0.376057662,0.893136948,57.24111578,8.012820513,148.9,45,22,0,7
"New Castle County, Delaware",1113.5,354,485.9,64632,169831.5,12.3,201.76685685,8,37.5,36.1,38.8,2.63,45.2,14.0,31.0,40.977034120734906,12.4,28.6,20.6,60.8,7.4,73.4,59.9,55.4,30.5,17.0,65.46940469,24.20098136,2.628021743,2.547835595,46.45074851,4.724925622,177.2,177,4,2,6
"Auglaize County, Ohio",269.0,110,484.8,52650,45876.0,8.3,0.0,6,41.0,39.8,42.2,2.49,58.4,16.5,39.9,40.977034120734906,4.7,43.9,11.6,63.4,5.0,78.2,48.45377358490566,55.4,30.7,14.2,97.39280187,0.451245831,0.512283914,0.364048569,56.72511405,6.028766704,189.7,6,30,0,0
"Alcona County, Michigan",92.0,42,408.2,36377,10349.0,17.5,0.0,0,52.349999999999994,50.699999999999996,54.449999999999996,2.08,60.5,20.6,38.1,40.977034120734906,4.7,39.9,9.0,35.3,12.2,66.6,48.45377358490566,26.4,55.6,18.7,97.53554502,0.274881517,0.360189573,0.123222749,55.38892222,2.960526316,177.0,2,17,0,0
"Sevier County, Tennessee",549.0,210,493.9,39905,95946.0,17.7,10.42252934,1,42.2,40.8,43.7,2.52,54.1,15.9,40.2,40.977034120734906,8.5,37.5,10.4,54.15264248704664,7.4,56.5,42.4,35.2,36.9,21.2,94.51808966,0.660136514,1.189954816,1.861841332,52.99180216,6.406013616,185.2,232,37,2,1
"Kiowa County, Colorado",8.0,5,373.8,42310,1423.0,13.5,0.0,2,41.2,41.4,40.9,2.45,55.5,19.4,11.6,40.977034120734906,12.4,34.3,13.3,62.9,2.0,64.5,47.3,38.4,35.1,18.9,93.77990431,0.820232399,0.0683527,0.0,54.88850772,3.095975232,200.9,126,3,3,3
"Robeson County, North Carolina",554.0,253,409.6,30414,134197.0,32.099999999999994,14.90346282,9,35.2,33.8,36.6,2.87,39.2,23.4,34.1,39.4,3.1,33.5,9.0,45.8,12.1,43.4,48.45377358490566,27.8,45.1,32.0,30.07614684,24.10673903,0.755536772,4.196506469,40.63093964,5.971635486,193.0,219,28,2,6
"Wilson County, North Carolina",431.0,193,452.4,39268,81714.0,23.9,201.76685685,1,39.9,38.2,41.4,2.5,44.8,23.3,33.8,36.1,6.7,33.0,12.6,54.0,10.1,56.4,42.1,36.1,39.4,23.2,50.86846202,28.295456226500004,0.927912136,4.196506469,42.64912664,4.940815895,199.1,271,28,2,6
"Laclede County, Missouri",185.0,80,430.9,36895,35473.0,18.4,0.0,0,39.8,38.7,41.5,2.6,54.4,24.6,34.5,40.977034120734906,4.6,38.9,9.2,52.6,8.8,56.1,42.7,32.5,39.7,23.6,95.75378724,0.520921327,0.636368756,0.197105367,53.80583241,4.306281055,183.2,128,20,0,7
"Crawford County, Iowa",98.0,34,461.2,50370,17094.0,11.6,201.76685685,5,38.0,37.4,38.9,2.64,56.4,24.0,30.1,40.977034120734906,8.3,35.8,10.6,62.0,4.8,67.8,49.9,40.6,36.4,18.3,91.52562022,1.211453744,0.313007188,3.57060051,56.55389457,8.150028201,148.6,58,10,0,7
"Washington County, Minnesota",1113.5,347,453.5494221,74146,169831.5,6.0,201.76685685,8,38.9,37.8,40.0,2.67,57.2,13.6,28.9,40.977034120734906,13.2,22.0,26.849999999999998,54.15264248704664,4.8,85.7,69.1,65.1,21.2,9.0,87.00855394,3.840758909,2.628021743,0.758097864,59.14859455,5.104712042,152.1,266,18,0,7
"Richardson County, Nebraska",58.0,29,444.0,44282,8094.0,14.4,0.0,3,47.0,46.1,48.1,2.14,59.7,11.2,38.5,40.977034120734906,5.7,39.7,15.1,60.1,3.4,69.5,50.6,42.5,40.1,19.4,93.29350079,0.036580905,0.256066333,0.121936349,51.82132412,6.961613533,192.2,216,22,0,7
"Crisp County, Georgia",113.0,47,408.9,31176,22881.0,32.099999999999994,0.0,9,38.4,35.6,40.3,2.64,45.3,27.6,29.4,40.977034120734906,1.6,35.7,8.9,47.7,15.5,46.7,35.3,30.5,44.5,29.3,53.8903663,28.295456226500004,1.162391696,0.403191216,45.87134773,5.115327381,164.9,59,6,2,6
"Elmore County, Idaho",116.0,40,498.1,45049,25876.0,14.4,0.0,3,30.8,29.9,31.5,2.6,59.8,10.5,44.9,40.977034120734906,1.4,27.9,11.2,54.15264248704664,8.4,68.7,44.9,22.1,33.2,15.2,84.85195798,2.418338109,2.628021743,4.196506469,58.5998978,8.913784705,180.0,81,7,3,3
"Des Moines County, Iowa",272.0,98,508.3,45292,40055.0,15.7,0.0,4,42.1,41.1,42.9,2.36,50.5,16.3,31.1,40.977034120734906,4.4,35.6,13.8,58.8,6.3,69.8,50.7,44.9,39.6,20.1,90.88987266,5.456625547,0.626740947,0.318344608,46.83710651,5.598682663,170.1,65,10,0,7
"Stewart County, Tennessee",88.0,39,514.7,41590,13259.0,17.5,201.76685685,2,43.2,42.9,44.0,2.57,57.4,10.5,47.3,39.2,3.0,42.0,8.1,45.0,10.1,66.0,43.9,34.0,40.2,18.9,93.50444076,1.55803101,1.166641578,0.647297908,57.02592087,2.998236332,230.1,246,37,2,1
"Santa Fe County, New Mexico",691.0,231,374.3,52628,148686.0,14.2,60.53024495,6,44.4,42.7,46.2,2.35,47.6,25.2,25.9,40.977034120734906,6.9,21.4,20.4,54.15264248704664,7.9,60.1,45.1,36.3,35.9,19.7,83.24428311,0.781058814,1.213394241,4.196506469,43.68165547,4.017424976,126.1,226,26,3,3
"Quitman County, Mississippi",40.0,24,432.5,26204,7486.0,32.099999999999994,0.0,9,38.5,36.7,40.2,2.49,36.0,10.7,36.6,40.977034120734906,3.6,29.1,9.5,38.3,16.549999999999997,33.8,24.0,22.1,52.6,35.2,28.93956964,28.295456226500004,0.0,0.296353563,33.11496888,6.153846154,254.5,211,19,2,1
"James City County, Virginia",410.0,159,423.0,74146,73147.0,7.9,27.34220132,8,45.4,43.4,46.7,2.49,58.3,13.5,31.2,40.977034120734906,15.0,21.1,26.5,54.7,5.1,81.1,57.8,45.2,30.5,10.7,80.28525745,13.5426542,2.628021743,0.732953179,57.275,4.819607038,149.0,119,41,2,6
"Caldwell Parish, Louisiana",57.0,25,467.6,36350,9993.0,23.3,0.0,0,39.9,36.8,43.5,2.48,46.4,26.3,37.5,40.977034120734906,1.0,42.8,6.4,49.7,10.2,49.8,38.0,35.0,38.6,23.2,81.29129129,17.56756757,0.14014014,0.0,46.0656592,2.079107505,200.1,32,13,2,8
"Divide County, North Dakota",11.0,4,330.6,67344,2450.0,8.3,0.0,8,51.7,50.699999999999996,52.3,2.07,64.5,11.2,34.6,40.977034120734906,13.1,34.3,18.6,63.5,0.7,83.4,60.5,43.1,27.2,6.0,95.67847882,0.475367329,0.864304235,0.0,58.37187789,10.2772450535,93.8,69,29,0,7
"Dunklin County, Missouri",168.0,93,424.9,31486,30895.0,29.8,0.0,9,39.8,37.4,41.7,2.44,47.4,28.4,38.8,40.977034120734906,3.6,38.6,6.9,47.8,8.1,49.3,35.6,31.0,46.8,28.1,85.71383309,9.7617388,0.41505608,1.872504911,43.16723441,6.176009129,230.0,75,20,0,7
"Fremont County, Wyoming",191.0,81,409.3,48624,40315.0,14.0,0.0,5,38.2,37.1,39.4,2.61,49.6,21.6,31.2,40.977034120734906,4.4,31.7,14.6,59.2,7.8,59.0,48.45377358490566,39.6,34.0,18.3,73.85106122,0.483376273,0.596245859,1.376518219,49.50424005,6.7516967,169.0,90,45,3,3
"Lee County, Georgia",132.0,44,520.4,64533,29202.0,11.8,0.0,8,36.7,35.9,37.3,2.76,56.4,22.6,23.2,40.977034120734906,10.0,28.6,13.7,59.1,7.2,73.5,60.6,52.2,24.5,14.1,75.03972915,19.8991225,2.318109583,0.72894355,61.04842736,5.414364641,192.8,135,6,2,6
"St. Landry Parish, Louisiana",497.0,202,530.4,32683,83848.0,30.1,0.0,9,36.6,35.2,37.8,2.68,43.1,26.8,50.8,20.0,2.4,44.5,9.0,49.2,6.1,56.3,45.3,41.4,37.8,24.7,56.36324495,28.295456226500004,0.392283497,0.480786481,42.65554216,6.971510409,217.8,240,13,2,8
"Madison County, Illinois",1113.5,354,491.7,54375,169831.5,13.1,30.05157602,6,39.5,38.0,40.9,2.45,50.1,9.9,28.0,40.977034120734906,10.0,32.3,16.3,58.3,8.9,71.8,57.1,51.8,33.4,18.2,88.27705382,8.081733718,0.840826464,0.393482847,48.76343233,5.196780531,189.2,148,8,0,0
"Tallapoosa County, Alabama",248.0,111,454.4,36779,40844.0,21.3,24.48340025,0,42.8,42.4,43.3,2.48,50.2,21.7,32.6,40.977034120734906,2.8,34.4,11.3,47.8,9.0,61.1,43.5,36.8,43.2,23.5,70.29378174,27.71122397,0.036449348,0.826185211,49.64161,5.462418119,200.5,254,0,2,1
"Catoosa County, Georgia",284.0,116,397.6,50728,66050.0,12.6,0.0,5,39.0,36.6,40.4,2.71,55.9,13.9,36.6,40.977034120734906,5.2,31.7,12.2,58.3,8.1,69.1,55.7,50.2,28.7,14.9,93.13499044,2.779349904,1.532695985,0.359464627,56.40479472,5.74156506,161.0,38,6,2,6
"Martin County, Texas",16.0,7,331.3,61896,5641.0,12.5,0.0,8,31.9,31.5,33.6,2.995,50.7,36.85,32.4,40.977034120734906,3.1,35.5,13.0,60.9,3.5,59.9,51.9,47.4,21.3,12.5,84.27265804,2.3229246,0.0,4.196506469,54.23312883,2.11038961,153.2,155,38,2,8
"Deschutes County, Oregon",929.0,305,485.2,52387,169831.5,13.2,201.76685685,6,41.9,40.9,42.8,2.49,54.6,16.5,28.3,40.977034120734906,7.0,22.9,20.7,55.5,9.4,64.4,48.5,37.2,35.8,19.1,93.2775984,0.453721597,1.212925064,1.692453578,53.44377949,4.744289032,154.3,66,32,3,5
"Broome County, New York",1113.5,354,494.4,46283,169831.5,17.2,106.8338022,4,39.9,37.8,42.0,2.37,43.8,9.7,24.4,40.977034120734906,11.6,32.2,15.0,54.1,7.8,69.2,52.4,47.5,38.9,21.2,86.90110201,5.433811392,2.628021743,0.995492016,43.30106657,4.2987606,163.6,26,27,1,2
"Franklin County, Arkansas",92.0,48,396.3,40404,17702.0,17.5,0.0,2,40.4,39.2,41.6,2.58,55.1,20.6,40.6,40.977034120734906,1.4,40.4,8.0,46.7,11.0,55.8,48.45377358490566,36.7,42.9,26.4,94.81137356,0.912347476,0.291055636,0.106347252,54.21580189,7.574180115,201.6,89,1,2,8
"Dawson County, Texas",64.0,25,437.5,41876,13520.0,20.2,0.0,2,33.4,30.7,37.3,2.74,46.8,36.85,38.2,40.977034120734906,0.5,37.4,8.2,45.3,9.5,54.9,41.9,36.0,33.2,18.4,77.52178408,5.789395953,0.804903264,4.196506469,53.21361059,8.016032064,165.4,62,38,2,8
